"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP00226,2022.MMP00226,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00227,2022.MMP00227,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00228,2022.MMP00228,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,,1,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00229,2022.MMP00229,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00230,2022.MMP00230,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00231,2022.MMP00231,"Southern Asia","Tue, 01/04/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location on khash highways, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.44186775, 62.278278","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00232,2022.MMP00232,"Southern Asia","Wed, 01/05/2022 - 12:00",2022,January,1,,1,,,,1,"Vehicle accident / death linked to hazardous transport","Unspecified location in Sirjan County, Kerman Province, Iran","IOM Afghanistan","29.424292, 55.718003","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00233,2022.MMP00233,"Southern Asia","Wed, 01/05/2022 - 12:00",2022,January,1,,1,,,1,,"Accidental death","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00234,2022.MMP00234,"Southern Asia","Wed, 01/05/2022 - 12:00",2022,January,1,,1,,,1,,"Accidental death","Unspecified location in Yazd province, Iran","IOM Afghanistan","31.96625955, 54.758785","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00235,2022.MMP00235,"Southern Asia","Thu, 01/06/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00236,2022.MMP00236,"Southern Asia","Fri, 01/07/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Nain County, Isfahan Province, Iran","IOM Afghanistan","32.85510866, 53.105249","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00237,2022.MMP00237,"Southern Asia","Fri, 01/07/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.35022729, 62.353166","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00238,2022.MMP00238,"Southern Asia","Fri, 01/07/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location on Shiraz Highways, Fars province, Iran","IOM Afghanistan","29.62014626, 52.422454","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00240,2022.MMP00240,"Southern Asia","Sat, 01/08/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00241,2022.MMP00241,"Southern Asia","Sat, 01/08/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Bushehr Province, Iran","IOM Afghanistan","28.88414063, 51.283607","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00242,2022.MMP00242,"Southern Asia","Sat, 01/08/2022 - 12:00",2022,January,1,,1,,,1,,Violence,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00243,2022.MMP00243,"Southern Asia","Sun, 01/09/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Qeshm county, Hormozgan province, Iran","IOM Afghanistan","26.97500663, 56.179876","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00244,2022.MMP00244,"Southern Asia","Tue, 01/11/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00245,2022.MMP00245,"Southern Asia","Fri, 01/14/2022 - 12:00",2022,January,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location in Kerman, Iran","IOM Afghanistan","30.26235756, 57.138688","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00246,2022.MMP00246,"Southern Asia","Sat, 01/15/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Yazd province, Iran","IOM Afghanistan","31.96625955, 54.758785","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00247,2022.MMP00247,"Southern Asia","Sat, 01/15/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Kahnuj County, Kerman province, Iran","IOM Afghanistan","27.84212492, 58.363501","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00248,2022.MMP00248,"Southern Asia","Sat, 01/15/2022 - 12:00",2022,January,1,,1,,,1,,Violence,"Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.35022729, 62.353166","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00249,2022.MMP00249,"Southern Asia","Mon, 01/17/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Kerman province, Iran","IOM Afghanistan","29.85315945, 57.414016","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00250,2022.MMP00250,"Southern Asia","Tue, 01/18/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00252,2022.MMP00252,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Khash district, Sistan and Baluchestan Province, Iran","IOM Afghanistan","28.2429916, 61.166179","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00253,2022.MMP00253,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,,1,"Vehicle accident / death linked to hazardous transport","Unidentified location in Khash district, Sistan and Baluchestan Province, Iran","IOM Afghanistan","28.2429916, 61.166179","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00254,2022.MMP00254,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Khash district, Sistan and Baluchestan Province, Iran","IOM Afghanistan","28.2429916, 61.166179","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00255,2022.MMP00255,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unidentified location in Khash district, Sistan and Baluchestan Province, Iran","IOM Afghanistan","28.2429916, 61.166179","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00256,2022.MMP00256,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,1,,"Mixed or unknown","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00257,2022.MMP00257,"Southern Asia","Thu, 01/20/2022 - 12:00",2022,January,1,,1,,,1,,Violence,"Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","IOM Afghanistan","31.05124289, 61.501773","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00258,2022.MMP00258,"Southern Asia","Sat, 01/22/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Bushehr province, Iran","IOM Afghanistan","28.91397523, 50.927101","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00259,2022.MMP00259,"Southern Asia","Tue, 01/25/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Jiroft district, Kerman province, Iran","IOM Afghanistan","28.95046741, 57.57054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00261,2022.MMP00261,"Southern Asia","Thu, 01/27/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","IOM Afghanistan","31.05124289, 61.501773","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00262,2022.MMP00262,"Southern Asia","Fri, 01/28/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Bushehr province, Iran","IOM Afghanistan","28.91397523, 50.927101","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00263,2022.MMP00263,"Southern Asia","Fri, 01/28/2022 - 12:00",2022,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Bushehr province, Iran","IOM Afghanistan","28.91397523, 50.927101","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00264,2022.MMP00264,"Southern Asia","Sun, 01/30/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Kerman province, Iran","IOM Afghanistan","29.85315945, 57.414016","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00265,2022.MMP00265,"Southern Asia","Sun, 01/30/2022 - 12:00",2022,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Rafsanjan district, Kerman province, Iran","IOM Afghanistan","30.325114, 56.069676","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00266,2022.MMP00266,"Southern Asia","Tue, 02/01/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.35022729, 62.353166","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00267,2022.MMP00267,"Southern Asia","Tue, 02/01/2022 - 12:00",2022,February,1,,1,,1,,,Violence,"Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00269,2022.MMP00269,"Southern Asia","Tue, 02/01/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.21161534, 60.684828","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00270,2022.MMP00270,"Southern Asia","Thu, 02/03/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Bam district, Kerman province, Iran","IOM Afghanistan","29.1403563, 58.17825","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00271,2022.MMP00271,"Southern Asia","Thu, 02/03/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00272,2022.MMP00272,"Southern Asia","Fri, 02/04/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Kerman province, Iran","IOM Afghanistan","29.85315945, 57.414016","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00273,2022.MMP00273,"Southern Asia","Fri, 02/04/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Yazd province, Iran","IOM Afghanistan","31.96625955, 54.758785","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00274,2022.MMP00274,"Southern Asia","Wed, 01/05/2022 - 12:00",2022,January,1,,1,,,,1,"Accidental death","Unspecified location in Sirjan County, Kerman Province, Iran","IOM Afghanistan","29.424292, 55.718003","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00275,2022.MMP00275,"Southern Asia","Wed, 01/05/2022 - 12:00",2022,January,1,,1,,,1,,"Accidental death","Unspecified location in Sirjan County, Kerman Province, Iran","IOM Afghanistan","29.424292, 55.718003","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00276,2022.MMP00276,"Southern Asia","Sat, 02/05/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Bam district, Kerman province, Iran","IOM Afghanistan","29.1403563, 58.17825","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00277,2022.MMP00277,"Southern Asia","Sun, 02/06/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Isfahan district, Isfahan province, Iran","IOM Afghanistan","32.2537812, 52.505807","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00278,2022.MMP00278,"Southern Asia","Wed, 02/09/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.21161534, 60.684828","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00279,2022.MMP00279,"Southern Asia","Wed, 02/09/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.35022729, 62.353166","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00280,2022.MMP00280,"Southern Asia","Wed, 02/09/2022 - 12:00",2022,February,1,,1,,1,,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00281,2022.MMP00281,"Southern Asia","Wed, 02/09/2022 - 12:00",2022,February,1,,1,,,,1,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00282,2022.MMP00282,"Southern Asia","Thu, 02/10/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.35022729, 62.353166","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00283,2022.MMP00283,"Southern Asia","Thu, 02/10/2022 - 12:00",2022,February,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","IOM Afghanistan","27.35022729, 62.353166","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00284,2022.MMP00284,"Southern Asia","Tue, 02/15/2022 - 12:00",2022,February,1,,1,,,1,,"Mixed or unknown","Unspecified location between Kerman-Jahrom, Iran","IOM Afghanistan","29.51824381, 55.755969","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00285,2022.MMP00285,"Southern Asia","Wed, 02/16/2022 - 12:00",2022,February,1,,1,,,1,,Drowning,"Unspecified location in Chahbahr city, Sistan and Baluchestan Province, Iran","IOM Afghanistan","25.29701936, 60.640732","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00286,2022.MMP00286,"Southern Asia","Wed, 02/16/2022 - 12:00",2022,February,1,,1,,,1,,Violence,"Unspecified location in Tehran, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00287,2022.MMP00287,"Southern Asia","Sun, 02/20/2022 - 12:00",2022,February,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Jiroft district, Kerman province, Iran","IOM Afghanistan","28.95046741, 57.57054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP00288,2022.MMP00288,"South-eastern Asia","Sun, 03/20/2022 - 12:00",2022,March,2,26,28,58,1,1,,Drowning,"Unspecified location in the waters of Tanjung Api, the Strait of Malacca, Indonesia","The JakartaPost, UCA News, The Star, BH Online","3.248823363, 99.873995",,"https://archive.vn/S3qVt, https://archive.vn/5X1tw, https://archive.ph/oxUWb, https://archive.ph/4wMAA",Uncategorized,3
2022.MMP00289,2022.MMP00289,"South-eastern Asia","Thu, 03/24/2022 - 12:00",2022,March,1,,1,3,1,,,"Vehicle accident / death linked to hazardous transport","In front of Petchsiam Factory, Petchkasem road, Thap Khang subdistrict, Khao Yoi District, Phetchaburi 76140","Eagle Siam, FM91BKK, Naewna","13.18753886, 99.833654",,"https://archive.vn/kbUPu, https://archive.vn/YAKFh, https://archive.vn/frz66","South-eastern Asia",3
2022.MMP0029,2022.MMP0029,"Eastern Africa","Sat, 03/26/2022 - 12:00",2022,March,1,,1,,1,,,Violence,"At the Sudan-Ethiopia border, Amhara Region, West Gondar Zone , Metema woreda, Achira kebele, Gage village","Gendewuha Town Police via IOM Ethiopia","12.95273175, 0",,,"Eastern Africa",5
2022.MMP00290,2022.MMP00290,Mediterranean,"Thu, 03/24/2022 - 12:00",2022,March,2,,2,,,,,"Mixed or unknown","Unspecified location off the coast of Tobruk, Libya","IOM Libya","32.569913, 23.99364","Central Mediterranean",,Uncategorized,4
